,total_cup_points,species,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,sweetness,altitude_mean_meters,moisture,specialty
976,81.17,Arabica,Other,Caturra,6.83,7.42,7.17,7.5,7.42,10.0,1450.0,0.12,No
977,81.17,Arabica,Other,Typica,7.25,7.25,7.08,7.58,7.5,10.0,1200.0,0.0,No
978,81.17,Arabica,Other,Bourbon,7.58,7.17,7.33,7.33,7.25,10.0,1550.0,0.12,No
979,81.17,Arabica,Other,Caturra,7.58,7.33,7.08,7.33,7.33,10.0,995.0,0.12,No
980,81.17,Arabica,Other,Catuai,7.33,7.33,7.25,7.33,7.58,10.0,1300.0,0.11,No
982,81.17,Arabica,Mexico,Typica,7.42,7.08,7.75,7.42,7.17,10.0,1800.0,0.13,No
983,81.17,Arabica,Guatemala,Caturra,7.42,7.33,7.25,7.25,7.42,10.0,1450.0,0.12,No
984,81.17,Arabica,Brazil,Other,7.42,7.25,7.42,7.5,7.17,10.0,1000.0,0.12,No
987,81.08,Arabica,Brazil,Other,7.58,7.5,7.25,7.75,7.58,9.33,695.0,0.11,No
988,81.08,Arabica,Other,Other,7.33,7.33,7.42,7.33,7.33,10.0,1100.0,0.11,No
989,81.08,Arabica,Other,Other,7.42,7.33,7.42,7.25,7.33,10.0,1706.88,0.0,No
990,81.08,Arabica,Other,Other,7.42,7.33,7.25,7.25,7.33,10.0,1456.0,0.13,No
991,81.08,Arabica,Other,Caturra,7.42,7.17,7.25,7.25,7.58,10.0,1500.0,0.13,No
992,81.08,Arabica,Other,Other,7.67,7.67,7.58,7.58,7.67,10.0,853.44,0.0,No
993,81.08,Arabica,Mexico,Typica,7.25,7.33,7.33,7.17,7.33,10.0,1650.0,0.13,No
994,81.08,Arabica,Mexico,Typica,7.33,7.33,7.42,7.25,7.42,10.0,1300.0,0.12,No
995,81.08,Arabica,Mexico,Typica,7.33,7.25,7.42,7.25,7.25,10.0,1642.0,0.11,No
996,81.08,Arabica,Mexico,Typica,7.42,7.25,7.42,7.17,7.25,10.0,1200.0,0.1,No
999,81.0,Arabica,Other,Bourbon,7.42,7.08,7.33,7.25,7.58,10.0,1450.0,0.0,No
1001,81.0,Arabica,Guatemala,Bourbon,7.42,7.17,7.5,7.25,7.17,10.0,3280.0,0.09,No
1002,81.0,Arabica,Colombia,Caturra,7.67,7.42,5.25,7.67,7.75,10.0,1600.0,0.0,No
1003,81.0,Arabica,Guatemala,Bourbon,7.5,7.0,7.25,7.5,7.25,10.0,1219.2,0.11,No
1004,81.0,Arabica,Taiwan,Typica,7.25,7.17,7.25,7.5,7.33,10.0,758.0,0.12,No
1005,81.0,Arabica,Other,Caturra,7.42,7.25,7.33,7.25,7.17,10.0,1350.0,0.12,No
1007,81.0,Arabica,Other,Other,7.33,7.08,7.42,7.17,7.33,10.0,1525.0,0.12,No
1008,81.0,Arabica,Other,Other,7.33,7.17,7.33,7.42,7.42,10.0,1700.0,0.12,No
1009,81.0,Arabica,Taiwan,Typica,7.5,7.33,7.33,7.33,7.33,10.0,1100.0,0.11,No
1011,81.0,Arabica,Mexico,Other,7.08,7.33,7.33,7.42,7.25,10.0,950.0,0.12,No
1012,81.0,Arabica,Mexico,Typica,7.58,7.5,7.67,7.58,7.5,10.0,1100.0,0.0,No
1013,80.92,Arabica,Taiwan,Other,7.33,7.25,7.33,7.33,7.25,10.0,200.0,0.0,No
1014,80.92,Arabica,Guatemala,Bourbon,7.67,7.33,7.58,7.67,7.5,9.33,1901.0,0.1,No
1015,80.92,Arabica,Other,Other,7.17,7.5,7.5,8.0,7.75,10.0,1600.0,0.11,No
1016,80.92,Arabica,Mexico,Bourbon,7.5,7.17,7.42,7.5,7.33,10.0,1100.0,0.11,No
1017,80.92,Arabica,Other,Other,7.17,7.0,7.58,7.33,7.0,10.0,1066.8,0.0,No
1019,80.92,Arabica,Other,Other,7.33,7.17,7.25,7.42,7.33,10.0,1700.0,0.12,No
1020,80.92,Arabica,Brazil,Other,7.25,7.25,7.25,7.25,7.33,10.0,1200.0,0.12,No
1021,80.92,Arabica,Taiwan,Typica,7.92,7.33,7.08,7.08,7.08,10.0,550.0,0.09,No
1022,80.92,Arabica,Brazil,Bourbon,7.17,7.17,7.25,7.25,7.33,10.0,1100.0,0.1,No
1023,80.92,Arabica,Other,Caturra,7.33,7.25,7.0,7.5,7.42,10.0,1050.0,0.1,No
1024,80.92,Arabica,Guatemala,Other,7.58,6.92,7.5,7.25,7.17,10.0,1524.0,0.12,No
1025,80.92,Arabica,Taiwan,Typica,7.42,7.25,7.25,7.25,7.25,10.0,900.0,0.11,No
1026,80.92,Arabica,Taiwan,Typica,7.25,7.08,7.08,7.08,8.08,10.0,688.0,0.11,No
1027,80.92,Arabica,Taiwan,Typica,7.42,7.25,7.25,7.25,7.25,10.0,300.0,0.11,No
1028,80.92,Arabica,Mexico,Typica,7.58,7.08,7.5,7.17,7.25,10.0,1186.0,0.13,No
1030,80.83,Arabica,Other,Other,7.42,7.17,7.17,7.17,7.25,10.0,1300.0,0.0,No
1031,80.83,Arabica,Guatemala,Caturra,7.67,7.08,7.33,7.17,7.25,10.0,1200.0,0.11,No
1032,80.83,Arabica,Mexico,Catuai,7.17,7.25,7.42,7.25,7.33,10.0,1210.0,0.13,No
1033,80.83,Arabica,Mexico,Typica,7.33,7.33,7.33,7.25,7.17,10.0,1100.0,0.11,No
1034,80.83,Arabica,Mexico,Bourbon,7.5,7.33,7.25,7.17,7.17,10.0,100.0,0.13,No
1038,80.75,Arabica,Other,Catuai,6.92,7.0,7.58,7.5,7.08,10.0,3825.0,0.0,No
1039,80.75,Arabica,Guatemala,Caturra,7.5,7.0,7.42,7.17,7.17,10.0,1706.88,0.12,No
1040,80.75,Arabica,Other,Other,7.25,7.17,7.25,7.33,7.25,10.0,110000.0,0.12,No
1041,80.75,Arabica,Other,Caturra,7.5,7.0,7.42,7.25,7.17,10.0,1450.0,0.11,No
1042,80.75,Arabica,Other,Caturra,7.25,7.17,7.33,7.33,7.17,10.0,1680.0,0.11,No
1043,80.75,Arabica,Other,Catuai,7.42,7.08,7.42,7.25,7.25,10.0,1350.0,0.09,No
1044,80.75,Arabica,Other,Catuai,7.25,7.08,7.5,7.25,7.33,10.0,1450.0,0.13,No
1045,80.75,Arabica,Other,Caturra,7.33,7.25,7.25,7.17,7.17,10.0,1300.0,0.11,No
1046,80.75,Arabica,Mexico,Typica,7.58,7.42,7.25,7.5,7.5,10.0,1200.0,0.11,No
1047,80.75,Arabica,Other,Typica,7.42,7.42,7.25,7.08,7.33,10.0,1000.0,0.12,No
1050,80.67,Arabica,Other,Other,7.58,7.0,7.67,7.5,7.5,10.0,1350.0,0.13,No
1051,80.67,Arabica,Guatemala,Bourbon,7.67,6.83,7.17,7.42,7.17,10.0,1500.0,0.11,No
1052,80.67,Arabica,Other,Caturra,7.83,7.67,7.67,7.83,7.5,10.0,185.0,0.11,No
1053,80.67,Arabica,Other,Caturra,7.5,7.17,7.17,7.25,7.17,10.0,995.0,0.12,No
1054,80.67,Arabica,Mexico,Typica,7.25,7.17,7.25,7.17,7.42,10.0,1200.0,0.12,No
1055,80.67,Arabica,Colombia,Caturra,7.67,7.42,7.67,7.5,7.75,6.67,1550.0,0.0,No
1056,80.67,Arabica,Guatemala,Bourbon,7.67,7.0,7.5,7.0,7.0,10.0,1550.0,0.12,No
1062,80.58,Arabica,Other,Other,7.25,7.08,7.33,7.33,7.25,10.0,1400.0,0.12,No
1063,80.58,Arabica,Brazil,Bourbon,7.42,7.33,7.0,7.08,7.25,10.0,1200.0,0.0,No
1064,80.58,Arabica,Other,Caturra,7.5,7.0,7.42,7.33,7.0,10.0,1400.0,0.11,No
1065,80.58,Arabica,Guatemala,Bourbon,7.17,6.83,7.5,7.17,7.25,10.0,1383.792,0.11,No
1068,80.5,Arabica,Taiwan,Other,7.17,7.17,7.42,7.17,7.25,10.0,50.0,0.0,No
1069,80.5,Arabica,Guatemala,Caturra,7.33,7.08,7.17,7.25,7.17,10.0,1500.0,0.1,No
1070,80.5,Arabica,Other,Catuai,7.58,7.0,7.17,7.33,7.08,10.0,1650.0,0.11,No
1072,80.5,Arabica,Brazil,Other,7.25,7.17,7.5,7.33,7.25,10.0,1250.0,0.11,No
1073,80.5,Arabica,Other,Other,7.17,7.17,7.42,7.25,7.08,10.0,3800.0,0.0,No
1074,80.5,Arabica,Guatemala,Other,7.5,6.83,7.5,7.17,7.17,10.0,1219.2,0.11,No
1075,80.5,Arabica,Brazil,Other,7.42,7.08,7.33,7.67,7.5,10.0,1250.0,0.1,No
1077,80.5,Arabica,Guatemala,Bourbon,7.5,7.0,7.67,7.17,7.0,10.0,1859.28,0.12,No
1078,80.5,Arabica,Mexico,Typica,7.25,7.08,7.33,7.25,7.17,10.0,1450.0,0.15,No
1080,80.42,Arabica,Taiwan,Typica,7.58,7.17,7.17,7.17,7.17,10.0,600.0,0.14,No
1081,80.42,Arabica,Other,Bourbon,7.33,7.08,7.08,7.33,7.17,10.0,1450.0,0.0,No
1082,80.42,Arabica,Other,Other,7.25,7.25,7.17,7.33,7.17,10.0,1700.0,0.17,No
1083,80.42,Arabica,Taiwan,Typica,7.25,7.17,7.25,7.25,7.25,10.0,600.0,0.11,No
1084,80.42,Arabica,Mexico,Typica,6.92,7.08,7.5,7.33,7.17,10.0,1050.0,0.1,No
1085,80.42,Arabica,Mexico,Caturra,7.42,7.08,7.33,7.25,7.17,10.0,1550.0,0.12,No
1087,80.33,Arabica,Other,Bourbon,7.25,7.0,7.25,7.42,7.08,10.0,1700.0,0.13,No
1089,80.33,Arabica,Taiwan,Other,7.25,7.08,7.25,7.25,7.25,10.0,600.0,0.11,No
1090,80.33,Arabica,Guatemala,Bourbon,7.33,6.83,7.5,7.0,7.17,10.0,1310.64,0.11,No
1091,80.33,Arabica,Mexico,Typica,7.25,7.08,7.33,7.33,7.17,10.0,940.0,0.11,No
1094,80.25,Arabica,Brazil,Catuai,7.17,7.42,7.08,7.0,7.0,10.0,995.0,0.11,No
1095,80.25,Arabica,Other,Caturra,7.25,7.0,7.0,7.42,7.0,10.0,1400.0,0.1,No
1096,80.25,Arabica,Mexico,Caturra,7.25,7.0,7.33,7.33,7.0,10.0,1600.0,0.1,No
1097,80.25,Arabica,Other,Other,8.0,7.0,7.33,7.08,6.92,10.0,914.4,0.11,No
1098,80.25,Arabica,Other,Catuai,7.42,7.08,7.0,7.17,7.33,10.0,4287.0,0.0,No
1099,80.25,Arabica,Other,Caturra,7.08,7.0,7.25,7.5,7.25,10.0,900.0,0.11,No
1102,80.25,Arabica,Taiwan,Typica,7.25,7.25,7.25,7.17,7.25,10.0,700.0,0.11,No
1103,80.25,Arabica,Guatemala,Caturra,7.0,7.33,7.33,7.0,7.17,10.0,1400.0,0.11,No
1104,80.25,Arabica,Mexico,Caturra,7.58,7.17,7.25,6.75,7.0,10.0,808.0,0.11,No
1105,80.17,Arabica,Other,Other,7.42,7.25,7.58,7.42,7.33,10.0,1550.0,0.0,No
1106,80.17,Arabica,Other,Caturra,7.17,7.08,7.33,7.25,7.08,10.0,1187.5,0.11,No
1107,80.17,Arabica,Other,Catuai,7.25,7.0,7.17,7.08,7.08,10.0,1400.0,0.11,No
1108,80.17,Arabica,Guatemala,Bourbon,7.33,7.0,7.17,7.17,7.17,10.0,1310.64,0.11,No
1109,80.17,Arabica,Mexico,Typica,7.33,6.92,7.42,7.25,7.08,10.0,1250.0,0.11,No
1110,80.17,Arabica,Mexico,Typica,7.58,7.33,7.5,7.08,7.17,10.0,1550.0,0.14,No
1111,80.17,Arabica,Mexico,Bourbon,7.33,7.17,7.08,7.25,7.0,10.0,1000.0,0.12,No
1112,80.17,Arabica,Guatemala,Bourbon,7.33,7.0,7.33,7.0,7.0,10.0,1310.64,0.11,No
1114,80.08,Arabica,Brazil,Bourbon,7.17,7.0,7.17,7.25,7.25,10.0,1100.0,0.11,No
1115,80.08,Arabica,Taiwan,Typica,7.42,7.25,7.17,7.0,7.0,10.0,850.0,0.07,No
1117,80.08,Arabica,Taiwan,Typica,7.25,7.25,7.25,7.08,7.0,10.0,200.0,0.11,No
1118,80.08,Arabica,Taiwan,Typica,7.25,7.25,7.0,7.25,7.08,10.0,150.0,0.11,No
1119,80.08,Arabica,Taiwan,Typica,7.25,7.25,7.08,7.17,7.08,10.0,250.0,0.11,No
1120,80.08,Arabica,Mexico,Typica,7.33,7.25,7.08,7.08,7.08,10.0,1300.0,0.15,No
1121,80.08,Arabica,Mexico,Typica,7.25,7.0,7.17,7.33,7.17,10.0,1300.0,0.14,No
1122,80.0,Arabica,Other,Caturra,7.33,6.92,7.08,7.42,7.17,10.0,1250.0,0.1,No
1123,80.0,Arabica,Other,Other,7.17,7.0,7.42,7.17,7.0,10.0,3845.0,0.0,No
1124,80.0,Arabica,Mexico,Typica,7.58,7.42,7.5,7.5,7.5,10.0,1400.0,0.0,No
1125,80.0,Arabica,Taiwan,Typica,7.25,7.25,7.0,7.25,7.0,10.0,250.0,0.11,No
1127,80.0,Arabica,Mexico,Typica,7.25,7.08,7.17,7.33,7.33,10.0,1250.0,0.12,No
1128,80.0,Arabica,Mexico,Other,7.08,7.0,7.33,7.08,7.0,10.0,1100.0,0.11,No
1132,79.92,Arabica,Mexico,Bourbon,7.33,7.08,7.33,7.42,7.17,10.0,1300.0,0.12,No
1133,79.92,Arabica,Mexico,Other,7.17,6.92,7.25,7.33,7.08,10.0,1100.0,0.12,No
1134,79.92,Arabica,Mexico,Bourbon,7.5,7.0,7.17,7.25,7.08,10.0,1100.0,0.0,No
1135,79.92,Arabica,Mexico,Catuai,7.17,7.08,7.08,7.5,7.33,10.0,1100.0,0.11,No
1136,79.92,Arabica,Mexico,Typica,7.33,7.0,7.42,7.17,7.17,10.0,1250.0,0.12,No
1137,79.92,Arabica,Mexico,Other,7.17,7.08,7.58,7.33,7.08,10.0,1250.0,0.11,No
1139,79.83,Arabica,Other,Other,7.0,7.0,7.17,7.25,7.25,10.0,1500.0,0.11,No
1140,79.83,Arabica,Guatemala,Bourbon,7.33,6.92,7.33,7.25,7.33,10.0,1700.0,0.1,No
1141,79.83,Arabica,Other,Caturra,6.83,7.17,6.92,7.5,7.08,10.0,1250.0,0.11,No
1142,79.83,Arabica,Mexico,Typica,7.17,7.0,7.25,7.5,7.0,10.0,1300.0,0.12,No
1144,79.75,Arabica,Guatemala,Bourbon,7.5,7.25,7.58,7.33,7.42,9.33,190164.0,0.1,No
1145,79.75,Arabica,Taiwan,Typica,7.75,7.17,7.33,7.67,7.83,8.67,1000.0,0.0,No
1146,79.75,Arabica,Taiwan,Typica,7.08,7.25,7.0,7.17,7.17,10.0,600.0,0.1,No
1149,79.75,Arabica,Other,Catuai,7.58,7.67,7.75,7.67,7.58,10.0,1100.0,0.1,No
1150,79.75,Arabica,Mexico,Typica,7.58,7.0,7.0,7.5,6.92,10.0,1400.0,0.12,No
1151,79.75,Arabica,Mexico,Bourbon,7.58,6.92,7.58,7.5,6.92,10.0,1022.0,0.13,No
1152,79.75,Arabica,Mexico,Bourbon,7.25,7.0,7.17,7.17,7.08,10.0,1300.0,0.12,No
1153,79.75,Arabica,Mexico,Bourbon,7.25,7.17,7.08,7.17,7.0,10.0,1450.0,0.14,No
1154,79.75,Arabica,Mexico,Typica,7.33,7.0,7.08,7.08,7.0,10.0,1050.0,0.1,No
1156,79.75,Arabica,Mexico,Typica,7.25,6.92,7.08,7.25,7.08,10.0,1100.0,0.12,No
1157,79.67,Arabica,Guatemala,Bourbon,7.42,7.25,7.58,7.42,7.33,9.33,1219.2,0.1,No
1158,79.67,Arabica,Other,Bourbon,7.25,7.0,6.83,7.33,7.17,10.0,1250.0,0.0,No
1160,79.67,Arabica,Guatemala,Bourbon,7.5,6.83,7.08,7.08,7.17,10.0,1310.64,0.11,No
1161,79.67,Arabica,Mexico,Typica,7.42,6.83,7.58,7.17,6.58,10.0,1400.0,0.12,No
1162,79.67,Arabica,Mexico,Caturra,7.33,7.0,6.75,7.08,7.0,10.0,975.0,0.13,No
1163,79.67,Arabica,Mexico,Other,6.92,7.17,7.17,7.08,7.08,10.0,1264.0,0.0,No
1165,79.58,Arabica,Mexico,Typica,7.08,6.92,7.33,7.25,7.08,10.0,1250.0,0.12,No
1166,79.58,Arabica,Mexico,Caturra,7.25,6.92,7.33,7.25,7.0,10.0,1550.0,0.13,No
1169,79.5,Arabica,Other,Caturra,6.92,7.0,7.42,7.25,7.0,10.0,1050.0,0.12,No
1170,79.5,Arabica,Taiwan,Typica,6.92,7.17,7.0,7.42,7.0,10.0,700.0,0.0,No
1171,79.5,Arabica,Colombia,Caturra,7.83,7.42,7.42,7.67,7.5,10.0,1550.0,0.0,No
1172,79.5,Arabica,Mexico,Caturra,7.25,6.92,7.25,7.58,7.08,10.0,1550.0,0.12,No
1173,79.5,Arabica,Mexico,Typica,7.25,7.0,7.25,7.17,7.17,10.0,1100.0,0.12,No
1174,79.42,Arabica,Guatemala,Bourbon,7.08,7.25,7.58,7.33,7.42,9.33,1219.2,0.1,No
1175,79.42,Arabica,Guatemala,Other,7.25,6.83,7.0,7.0,7.17,10.0,1219.2,0.1,No
1176,79.42,Arabica,Mexico,Typica,7.0,6.83,7.42,7.33,7.17,10.0,800.0,0.13,No
1178,79.33,Arabica,Colombia,Caturra,7.42,6.75,7.25,7.42,7.25,10.0,1200.0,0.0,No
1179,79.33,Arabica,Mexico,Typica,7.0,6.83,7.33,7.42,6.92,10.0,950.0,0.14,No
1180,79.33,Arabica,Mexico,Typica,7.42,7.08,7.17,7.08,7.08,10.0,750.0,0.14,No
1182,79.25,Arabica,Taiwan,Typica,7.08,6.83,7.25,7.42,7.08,10.0,850.0,0.11,No
1183,79.25,Arabica,Mexico,Bourbon,7.0,6.92,7.17,7.17,7.08,10.0,1000.0,0.13,No
1184,79.17,Arabica,Guatemala,Bourbon,7.33,7.33,7.42,7.5,7.42,9.33,1219.2,0.1,No
1185,79.17,Arabica,Other,Catuai,7.58,6.75,6.92,7.0,6.92,10.0,1650.0,0.11,No
1186,79.17,Arabica,Guatemala,Bourbon,7.08,6.92,7.42,7.0,6.92,10.0,1320.0,0.11,No
1187,79.17,Arabica,Guatemala,Catuai,7.25,6.75,7.25,7.0,6.92,10.0,1550.0,0.11,No
1189,79.17,Arabica,Mexico,Typica,7.25,6.92,7.08,7.17,7.17,10.0,1550.0,0.14,No
1190,79.17,Arabica,Mexico,Typica,7.17,6.92,7.08,7.17,7.0,10.0,1450.0,0.14,No
1191,79.17,Arabica,Mexico,Typica,6.75,6.83,7.25,7.58,7.08,10.0,1200.0,0.01,No
1192,79.08,Arabica,Guatemala,Bourbon,7.58,7.42,7.42,7.67,7.67,8.67,1700.0,0.1,No
1193,79.08,Arabica,Other,Other,7.42,6.75,7.33,7.33,6.92,10.0,853.44,0.13,No
1194,79.08,Arabica,Mexico,Typica,7.33,6.92,7.25,7.33,7.08,10.0,1500.0,0.16,No
1195,79.08,Arabica,Mexico,Other,7.25,6.75,7.33,7.42,7.0,10.0,1100.0,0.11,No
1196,79.08,Arabica,Mexico,Typica,7.17,7.25,7.17,7.25,7.08,10.0,1200.0,0.1,No
1198,79.0,Arabica,Guatemala,Other,7.33,6.58,7.42,7.08,6.83,10.0,1219.2,0.12,No
1199,79.0,Arabica,Other,Other,7.0,7.0,7.0,7.0,7.0,10.0,1350.0,0.11,No
1200,79.0,Arabica,Other,Typica,7.67,7.08,7.25,8.0,7.5,9.33,1400.0,0.0,No
1201,79.0,Arabica,Mexico,Other,6.75,6.67,7.25,7.17,7.08,10.0,1300.0,0.12,No
1202,79.0,Arabica,Mexico,Typica,7.5,6.92,7.5,7.25,7.0,10.0,1550.0,0.14,No
1203,79.0,Arabica,Mexico,Typica,7.17,6.83,7.25,7.17,6.92,10.0,12.0,0.14,No
1204,78.92,Arabica,Mexico,Typica,7.33,6.75,7.08,7.17,7.25,10.0,1300.0,0.12,No
1205,78.92,Arabica,Mexico,Typica,7.5,6.92,7.08,6.92,6.75,10.0,1400.0,0.16,No
1206,78.83,Arabica,Other,Caturra,7.17,6.92,7.0,7.0,7.0,10.0,1100.0,0.1,No
1208,78.75,Arabica,Guatemala,Bourbon,7.33,6.33,7.25,7.0,7.0,10.0,1310.64,0.12,No
1209,78.75,Arabica,Mexico,Typica,7.25,6.83,7.0,7.17,7.0,10.0,1320.0,0.14,No
1210,78.75,Arabica,Mexico,Typica,7.25,7.17,7.25,7.08,7.0,10.0,1250.0,0.14,No
1211,78.75,Arabica,Mexico,Bourbon,7.67,6.83,7.33,7.58,7.17,8.67,1350.0,0.12,No
1212,78.67,Arabica,Other,Typica,7.0,6.83,7.17,7.17,7.17,9.33,1850.0,0.0,No
1213,78.67,Arabica,Mexico,Caturra,6.92,6.67,7.25,7.17,6.92,10.0,1150.0,0.13,No
1216,78.58,Arabica,Guatemala,Other,7.33,6.92,7.58,7.25,7.17,10.0,1219.2,0.12,No
1217,78.58,Arabica,Taiwan,Typica,6.83,7.17,7.25,7.0,6.92,10.0,800.0,0.1,No
1218,78.58,Arabica,Mexico,Typica,7.0,6.75,7.33,6.92,6.92,10.0,1400.0,0.13,No
1219,78.58,Arabica,Mexico,Typica,7.92,7.58,7.92,7.92,7.5,10.0,1300.0,0.1,No
1221,78.5,Arabica,Mexico,Bourbon,7.25,6.92,6.92,7.25,7.58,10.0,1600.0,0.0,No
1222,78.5,Arabica,Mexico,Typica,7.08,6.83,7.0,7.0,6.92,10.0,1400.0,0.12,No
1223,78.5,Arabica,Mexico,Caturra,7.25,7.0,6.83,7.58,7.08,10.0,1200.0,0.13,No
1225,78.42,Arabica,Mexico,Typica,7.58,7.0,7.17,7.33,7.0,10.0,1500.0,0.14,No
1227,78.33,Arabica,Guatemala,Other,7.17,6.67,7.0,7.17,7.17,10.0,1219.2,0.1,No
1228,78.33,Arabica,Guatemala,Bourbon,7.17,6.5,7.17,7.0,6.83,10.0,1310.64,0.11,No
1229,78.33,Arabica,Mexico,Typica,7.25,7.0,7.5,7.33,7.42,10.0,1300.0,0.13,No
1233,78.17,Arabica,Other,Other,6.92,6.92,6.92,6.92,6.83,10.0,1300.0,0.13,No
1234,78.08,Arabica,Mexico,Typica,7.08,6.67,7.25,7.25,6.92,10.0,1050.0,0.11,No
1235,78.0,Arabica,Taiwan,Other,7.5,7.33,7.17,7.5,7.5,10.0,650.0,0.0,No
1236,78.0,Arabica,Other,Other,6.83,6.67,7.0,7.0,6.83,10.0,1350.0,0.11,No
1238,78.0,Arabica,Guatemala,Other,7.42,6.83,7.33,7.0,6.92,9.33,1219.2,0.1,No
1239,78.0,Arabica,Other,Typica,7.33,6.92,7.08,7.33,7.0,9.33,1200.0,0.1,No
1240,78.0,Arabica,Guatemala,Bourbon,7.0,6.83,7.17,6.67,6.83,10.0,1310.64,0.11,No
1241,78.0,Arabica,Mexico,Other,7.25,7.0,7.0,7.25,7.08,8.0,850.0,0.12,No
1243,77.92,Arabica,Other,Caturra,7.5,7.42,7.0,7.08,6.83,10.0,1200.0,0.12,No
1244,77.92,Arabica,Mexico,Typica,7.42,7.0,7.0,7.25,7.08,10.0,1248.0,0.11,No
1248,77.83,Arabica,Guatemala,Bourbon,7.0,6.67,7.17,6.83,6.83,10.0,1310.64,0.11,No
1249,77.67,Arabica,Taiwan,Typica,7.17,6.58,7.33,7.33,7.17,10.0,775.0,0.11,No
1251,77.5,Arabica,Mexico,Typica,7.17,6.58,6.75,6.83,6.75,10.0,1300.0,0.13,No
1252,77.42,Arabica,Guatemala,Bourbon,7.08,6.33,7.0,6.92,7.0,10.0,1310.64,0.11,No
1253,77.33,Arabica,Brazil,Bourbon,7.5,7.42,7.58,7.58,6.92,10.0,890.0,0.0,No
1254,77.33,Arabica,Guatemala,Other,7.33,6.83,7.17,7.17,7.17,9.33,1219.2,0.1,No
1255,77.33,Arabica,Mexico,Typica,7.33,6.67,7.0,6.92,6.92,10.0,1500.0,0.15,No
1256,77.25,Arabica,Other,Typica,6.83,6.83,6.75,6.92,6.92,10.0,825.0,0.1,No
1258,77.17,Arabica,Mexico,Other,7.08,7.0,7.25,7.33,7.25,10.0,1200.0,0.12,No
1259,77.0,Arabica,Other,Caturra,7.42,7.42,7.67,7.92,7.83,9.33,1200.0,0.0,No
1261,76.75,Arabica,Mexico,Typica,6.67,6.42,6.83,7.0,6.92,10.0,1200.0,0.0,No
1263,76.42,Arabica,Mexico,Typica,7.17,6.58,7.0,7.25,6.58,10.0,1100.0,0.13,No
1264,76.33,Arabica,Guatemala,Bourbon,7.5,6.83,7.5,7.17,7.33,8.67,1310.64,0.11,No
1268,76.17,Arabica,Mexico,Typica,7.42,6.83,7.08,6.92,6.83,10.0,1400.0,0.16,No
1269,76.17,Arabica,Other,Other,7.33,6.5,6.08,7.58,6.33,9.33,3500.0,0.12,No
1270,76.08,Arabica,Mexico,Bourbon,7.08,6.83,7.17,7.17,7.08,10.0,1250.0,0.12,No
1271,76.0,Arabica,Other,Other,6.83,6.67,6.83,7.0,6.83,10.0,1350.0,0.11,No
1274,75.58,Arabica,Guatemala,Bourbon,7.92,7.17,7.58,7.33,7.17,8.0,1310.64,0.11,No
1276,75.5,Arabica,Mexico,Other,7.5,6.92,7.0,7.17,6.83,10.0,1100.0,0.11,No
1277,75.17,Arabica,Mexico,Other,7.17,6.67,6.83,7.25,7.75,10.0,1200.0,0.11,No
1278,75.17,Arabica,Mexico,Other,7.25,6.67,7.08,7.17,6.83,10.0,1100.0,0.12,No
1279,75.17,Arabica,Mexico,Typica,7.17,6.83,7.17,7.42,6.67,10.0,1280.0,0.13,No
1280,75.0,Arabica,Mexico,Typica,7.0,6.75,6.92,7.17,6.83,10.0,850.0,0.14,No
1281,74.92,Arabica,Mexico,Typica,7.08,6.58,7.0,7.0,6.75,10.0,1500.0,0.17,No
1282,74.83,Arabica,Mexico,Typica,7.33,6.67,7.25,7.5,7.0,10.0,1250.0,0.12,No
1285,74.67,Arabica,Mexico,Typica,7.08,6.83,7.5,7.33,6.83,10.0,1700.0,0.12,No
1287,74.33,Arabica,Guatemala,Bourbon,6.5,6.5,7.5,7.33,6.83,8.67,1310.64,0.11,No
1288,74.33,Arabica,Mexico,Typica,7.0,6.67,6.83,7.08,6.83,10.0,1140.0,0.14,No
1289,74.0,Arabica,Mexico,Typica,6.92,6.17,7.33,7.25,6.75,10.0,1200.0,0.13,No
1290,73.83,Arabica,Mexico,Typica,7.67,7.17,7.58,7.33,7.33,10.0,1250.0,0.12,No
1293,73.42,Arabica,Other,Other,7.0,6.83,7.17,7.0,7.17,8.0,1350.0,0.11,No
1294,72.92,Arabica,Mexico,Typica,7.08,6.92,7.08,6.92,6.92,8.0,1200.0,0.0,No
1298,71.75,Arabica,Other,Caturra,6.33,6.33,6.83,6.33,6.5,10.0,1200.0,0.11,No
1299,71.08,Arabica,Mexico,Other,6.92,6.92,6.92,7.17,7.0,10.0,800.0,0.12,No
1300,71.0,Arabica,Mexico,Bourbon,6.5,6.42,7.17,7.33,6.5,10.0,1800.0,0.11,No
1301,70.75,Arabica,Mexico,Typica,6.92,6.83,6.92,7.42,6.92,10.0,1000.0,0.12,No
1303,69.33,Arabica,Other,Catuai,6.67,6.17,6.67,6.83,6.17,8.0,1450.0,0.1,No
1304,69.17,Arabica,Other,Catuai,7.0,6.17,6.67,6.5,6.17,8.0,1450.0,0.1,No
1305,69.17,Arabica,Other,Catuai,7.0,6.17,6.5,6.67,6.17,8.0,1450.0,0.1,No
1306,68.33,Arabica,Mexico,Bourbon,7.08,6.25,7.42,7.25,6.75,10.0,900.0,0.11,No
1307,67.92,Arabica,Other,Typica,6.75,6.42,6.67,7.08,6.67,6.0,350.0,0.14,No
