source,text,created_at,retweet_count,favorite_count
Twitter for iPhone,Thank you Laura!  https://t.co/C1GHUJazn0,2016-04-27 20:50:05,3462,10702
Twitter for iPhone,"Thank you for the endorsement, Coach Bobby Knight! I will never forget it!
https://t.co/FchYdKY4F8 https://t.co/MpRtRwv51u",2016-04-27 20:47:39,5514,15744
Twitter for iPhone,"Join me on @greta- from Indianapolis, Indiana at 7pmE! Enjoy! #Trump2016 
https://t.co/gTyn8GLGil",2016-04-27 17:14:51,2476,8262
Twitter for iPhone,"THANK YOU Connecticut, Delaware, Maryland, Pennsylvania, and Rhode Island! #MakeAmericaGreatAgain https://t.co/MGKh77wQt8",2016-04-27 15:22:25,4783,15081
Twitter for iPhone,Agreed! https://t.co/biyldP3CIw,2016-04-27 13:51:08,9490,19830
Twitter for iPhone,Thank you Newt! https://t.co/FOh7qEnKUF,2016-04-27 13:35:37,4829,13793
Twitter for iPhone,Thanks Dave! https://t.co/NaPPQNjVi2,2016-04-27 12:46:35,2493,8922
Twitter for iPhone,Thanks! https://t.co/5jiSyvQiNj,2016-04-27 12:44:18,2428,8644
Twitter for iPhone,Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9,2016-04-27 12:38:27,3519,10898
Twitter for iPhone,Thank you! https://t.co/aYbOob1kiT,2016-04-27 12:35:19,2209,7818
Twitter for iPhone,Thank you Delaware! #Trump2016 https://t.co/FeXThmUWuo,2016-04-26 20:02:47,5246,17038
Twitter for iPhone,Thank you Rhode Island! #Trump2016 https://t.co/EzCvm7yc0Y,2016-04-26 19:28:31,5706,18271
Twitter for iPhone,Thank you Connecticut! #Trump2016 https://t.co/3GGoVXSZSf,2016-04-26 19:18:57,5939,18240
Twitter for iPhone,Thank you Pennsylvania! #Trump2016 https://t.co/mucxspuHnV,2016-04-26 19:14:19,8158,21478
Twitter for iPhone,Thank you Maryland! #Trump2016 https://t.co/hH3h6bRMIs,2016-04-26 19:08:20,6763,18492
Twitter for iPhone,Thank you America! #Trump2016 https://t.co/KL7VZbM1jP,2016-04-26 14:55:15,7584,20456
Twitter for iPhone,"Lets #MakeAmericaGreatAgain, Maryland! #VoteTrump 
https://t.co/ZttNAmk1QS",2016-04-26 13:12:15,2752,8633
Twitter for iPhone,"You have until 8pm to #VoteTrump, Delaware! https://t.co/GYeV6m1qOn",2016-04-26 13:12:06,2352,7386
Twitter for iPhone,"Thank you for a great day yesterday, Rhode Island! #VoteTrump
https://t.co/nAlgNIIdyo",2016-04-26 13:05:25,2403,8010
Twitter for iPhone,Six hours left to #VoteTrump Connecticut! https://t.co/U1kbLMwhNI,2016-04-26 13:03:39,2300,7190
Twitter for iPhone,"Lets go Pennsylvania! #VoteTrump 
https://t.co/TWQM8AV9p4",2016-04-26 13:02:10,2834,8393
Twitter for iPhone,"Thank you for the incredible support- Melania, Barron, Ivanka, Jared, Tiffany, Don, Vanessa, Eric, and Lara!
https://t.co/mPGpPFiDl8",2016-04-26 11:18:18,4181,12773
Twitter for iPhone,"Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016 
https://t.co/CMfcrZjHgM",2016-04-26 08:33:24,4200,10282
Twitter for iPhone,"MAKE AMERICA GREAT AGAIN!
https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2",2016-04-26 07:47:24,4053,10423
Twitter for Android,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!",2016-04-26 05:42:39,5293,17015
Twitter for iPhone,"Thank you Wilkes-Barre, Pennsylvania! 
#MakeAmericaGreatAgain #Trump2016 
https://t.co/FJbNlidwJF",2016-04-25 20:52:16,4845,12977
Twitter for iPhone,"Get out and VOTE tomorrow! We will MAKE AMERICA GREAT AGAIN! 
#CTPrimary #DEPrimary #MDPrimary #PAPrimary #RIPrimary
https://t.co/ndi8sZI1Gt",2016-04-25 20:28:08,4772,11051
Twitter for iPhone,Passing what was once a vibrant manufacturing area in Pennsylvania. So sad! #MakeAmericaGreatAgain https://t.co/RYWjgPh9Ja,2016-04-25 17:11:06,7763,20063
Twitter for iPhone,"Thank you West Chester, Pennsylvania!
#PAPrimary #VoteTrump
https://t.co/Qva1QtmhpS https://t.co/CF9SYBqka7",2016-04-25 17:06:26,3184,9332
Twitter for iPhone,"Thank you Warwick, Rhode Island!
#RIPrimary #VoteTrump 
https://t.co/V0d4CuS1xf https://t.co/GU3p28VMe0",2016-04-25 16:54:55,2753,8397
Twitter for Android,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.,2016-04-25 06:59:06,6957,18670
Twitter for Android,Lyin' Ted Cruz and 1 for 38 Kasich are unable to beat me on their own so they have to team up (collusion) in a two on one. Shows weakness!,2016-04-25 06:54:21,7832,21130
Twitter for Android,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!,2016-04-24 22:49:17,7958,22718
Twitter for Android,"Wow, just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!",2016-04-24 22:39:58,11819,29008
Twitter for Android,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!,2016-04-24 20:27:12,4568,14715
Twitter for Android,I will be in Maryland this afternoon for a major rally. Things are looking good for Tuesday!,2016-04-24 09:01:37,3558,12164
Twitter for Android,.@AndreBauer  Great job and advice on @CNN  @jaketapper  Thank you!,2016-04-24 08:58:53,1643,6402
Twitter for Android,.@Borisep was great on @JudgeJeanine tonight. Very smart commentary that will prove to be correct!,2016-04-23 21:01:25,2504,8719
Twitter for Android,"As soon as John Kasich is hit with negative ads, he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!",2016-04-23 20:48:17,4646,16000
Twitter for Android,I had a great day campaigning in Connecticut. Looking for a big vote on Tuesday!,2016-04-23 20:41:57,3008,11318
Twitter for Android,Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!,2016-04-23 19:55:43,4110,14144
Twitter for iPhone,Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir,2016-04-23 15:29:50,4360,15071
Twitter for iPhone,"Thank you Delaware! #Trump2016 
#MakeAmericaGreatAgain #TrumpTrain
https://t.co/qLXTzQPbEj https://t.co/ofhbM9bcOI",2016-04-23 14:30:58,3311,9189
Twitter for iPhone,"Thank you Bridgeport, Connecticut!
#MakeAmericaGreatAgain #Trump2016
https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN",2016-04-23 14:27:18,2443,7943
Twitter for iPhone,"Thank you Waterbury, Connecticut!
#MakeAmericaGreatAgain #Trump2016
https://t.co/5eZ5nVQbE9 https://t.co/OoQAAKWUUq",2016-04-23 11:10:15,2743,9042
Twitter for iPhone,"#MakeAmericaGreatAgain
Video: https://t.co/Dsa2v9X3ol https://t.co/aGUHmO98Xm",2016-04-23 09:44:49,3280,8849
Twitter for iPhone,Pennsylvania: Cast your vote for Trump for POTUS &amp; ALSO vote for the TRUMP DELEGATES in your congressional district! https://t.co/1utaLLMfUa,2016-04-23 08:58:30,7720,16064
Twitter for Android,"Will be spending the day campaigning in Connecticut, another state where jobs are being stolen by other countries. I will stop this fast!",2016-04-23 07:37:16,4294,13267
Twitter for iPhone,"Thank you Pennsylvania! #Trump2016
https://t.co/Y3UBsxBQmg https://t.co/ie23QdsVTe",2016-04-22 20:17:58,3902,11133
Twitter for iPhone,"Thank you Indiana! Was great seeing everyone on Wednesday! I will be back soon! #Trump2016
https://t.co/mWfLxYKPbk https://t.co/62DKEm5XVm",2016-04-22 19:03:07,4296,12650
Twitter for iPhone,"Thank you California! See you soon!
#MakeAmericaGreatAgain #Trump2016
https://t.co/uJCqbQYYWR https://t.co/8rqI4mQ3Tw",2016-04-22 18:33:20,4538,11983
Twitter for iPhone,"Thank you, @DonaldJTrumpJr! #Trump2016 #MakeAmericaGreatAgain 
https://t.co/FJXjkZAAQf https://t.co/0NQLzbwuFo",2016-04-22 17:21:03,3404,10706
Twitter for iPhone,"Thank you for the incredible support, Maryland! This is a movement!
#MakeAmericaGreatAgain #Trump2016
https://t.co/Uyq4sTYb0l",2016-04-22 12:35:37,5471,15170
Twitter for iPhone,I met Prince on numerous occasions. He was an amazing talent and wonderful guy. He will be greatly missed!,2016-04-22 10:00:11,6786,26178
Twitter for iPhone,Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.,2016-04-21 17:16:27,8421,22605
Twitter for Android,Both Ted Cruz and John Kasich have no path to victory. They should both drop out of the race so that the Republican Party can unify!,2016-04-21 16:47:21,8661,24979
Twitter for Android,Senator Ted Cruz has been MATHEMATICALLY ELIMINATED from race. He said Kasich should get out for same reason. I think both should get out!,2016-04-21 05:22:03,9770,26505
Twitter for Android,"I will be doing the @TODAYshow with my wife, Melania, and the rest of my family in a major Town Hall. Hopefully, it will be fun! Enjoy.7A.M.",2016-04-21 05:14:48,2580,11618
Twitter for iPhone,Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016 https://t.co/dNeTdMENdV https://t.co/JbJYYpEsmo,2016-04-20 21:26:19,3971,12127
Twitter for iPhone,We are going to bring steel and manufacturing back to Indiana!,2016-04-20 20:58:27,5128,15647
Twitter for iPhone,Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state! https://t.co/73uCyV6ql4,2016-04-20 20:58:17,5295,17454
Twitter for iPhone,"Thank you Indiana! Will be back soon!
#Trump2016 #MakeAmericaGreatAgain https://t.co/pxvSL8cs3B",2016-04-20 17:50:04,4975,14251
Twitter for iPhone,Off to Indiana! #Trump2016 https://t.co/zqUdaaSaXD,2016-04-20 10:03:10,4452,14596
Twitter for Android,"Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler, never a nice thing to do. I will beat Hillary!",2016-04-20 07:42:59,10098,27645
Twitter for Android,"Thank you New York, I will never forget!",2016-04-19 22:22:19,6388,21516
Twitter for iPhone,"Thank you New York! I love you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/T1J0aUwMXl",2016-04-19 20:08:36,10024,24733
Twitter for Android,".@CNN is so negative it is impossible to watch. Terrible panel, angry haters. Bill O  @oreillyfactor said such an amazing thing about me!",2016-04-19 19:54:52,4148,15015
Twitter for iPhone,"Join me in Indianapolis, Indiana tomorrow at 3pm! #Trump2016
#MakeAmericaGreatAgain
Tickets: https://t.co/36c7PLAqyq https://t.co/JBNYtk3FyE",2016-04-19 11:01:54,2879,7053
Twitter for iPhone,Thank you Eric! https://t.co/pu1vDiQlrV,2016-04-19 10:17:06,2034,6926
Twitter for Android,A big day for New York and for our COUNTRY! MAKE AMERICA GREAT AGAIN!,2016-04-19 07:13:34,6415,17019
Twitter for Android,I am on @foxandfriends at 7:00 A.M. ENJOY!,2016-04-19 06:01:10,1446,6813
Twitter for iPhone,"Thank you Buffalo! #NYPrimary 
https://t.co/Z9QphVlZft https://t.co/4ujDuOvLPj",2016-04-18 22:32:02,3595,10640
Twitter for Android,Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,2016-04-18 06:02:24,4707,15380
Twitter for Android,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him &amp; K,2016-04-18 05:58:00,5006,15377
Twitter for iPhone,"Thank you for today's endorsement, New York Veteran Police Association! 
#NewYorkValues https://t.co/AMFBymUXuZ https://t.co/ZQHmkBDUnA",2016-04-17 18:04:53,6554,17866
Twitter for iPhone,"Thank you, California! Will see you soon! #MakeAmericaGreatAgain 
https://t.co/VyxSXUEkZn https://t.co/5rk1U4dQ7r",2016-04-17 16:01:04,5603,14166
Twitter for Android,I would have millions of votes more than Hillary except for the fact that I had 17 opponents and she just had a socialist named Bernie!,2016-04-17 09:34:12,9603,28429
Twitter for Android,Crooked Hillary Clinton is spending a fortune on ads against me. I am the one person she doesn't want to run against. Will be such fun!,2016-04-17 08:41:38,9236,27658
Twitter for Android,Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!,2016-04-17 08:38:31,6391,19057
Twitter for Android,"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him.",2016-04-17 08:34:25,4347,14026
Twitter for Android,"I'll be in one of my favorite places this morning, Staten Island. Big crowd, will be fun!",2016-04-17 08:28:41,3692,11913
Twitter for iPhone,"#MakeAmericaGreatAgain #NYPrimary 
https://t.co/x0smlMCWau",2016-04-16 21:50:24,5671,12899
Twitter for iPhone,"Thank you California, Connecticut, Maryland, and Pennsylvania!
#MakeAmericaGreatAgain #Trump2016 https://t.co/pwFFHyzSE6",2016-04-16 19:27:45,5056,13217
Twitter for iPhone,"See you tomorrow Dutchess County, 
New York! #NYPrimary #TrumpTrain
https://t.co/z9LOIkEyOq https://t.co/caMLixZfda",2016-04-16 19:13:34,2963,8175
Twitter for iPhone,"Will be on Hannity tonight. Rebroadcast of town hall from Pittsburgh, PA. 8:00pm on FOX. Enjoy! #Trump2016 https://t.co/ZhaxXnAohm",2016-04-16 18:49:01,2597,9826
Twitter for iPhone,"THANK YOU, SYRACUSE! #NYPrimary
https://t.co/9oHimG204Y https://t.co/agy5p8NCox",2016-04-16 13:16:01,2258,6855
Twitter for iPhone,"Just arrived in Syracuse, NY. Big crowd, great place! We will bring back the desperately needed jobs. #NYPrimary https://t.co/vOEQDsEAKC",2016-04-16 11:16:13,4136,16060
Twitter for iPhone,"#ICYMI: @foxandfriends this morning. 
https://t.co/s5pUEdCWI0",2016-04-16 09:28:39,2662,7379
Twitter for Android,I will be interviewed on @foxandfriends at 9:00 A.M. I will be talking about the rigged and boss controlled Republican primaries!,2016-04-16 07:00:26,2547,9556
Twitter for iPhone,"Join me this weekend! #NYPrimary
4/16: SYRACUSE - NOON
https://t.co/Eu43S1wJN9
4/16: WATERTOWN - 3pm
https://t.co/UdOZzisJhA 
#Trump2016",2016-04-15 19:59:09,2220,6236
Twitter for iPhone,"Thank you, @NYPost! #Trump2016
https://t.co/KzGweIxaEo",2016-04-15 16:52:38,3731,10986
Twitter for iPhone,Thank you America! #Trump2016 https://t.co/PTKkrLeuCB,2016-04-15 16:12:00,5564,15203
Twitter for iPhone,"MAKE AMERICA GREAT AGAIN!
https://t.co/VxVOG3c5RZ",2016-04-14 22:50:37,5307,12397
Twitter for iPhone,"Join me on Saturday- in Syracuse, New York! #NYPrimary #Trump2016
https://t.co/F6JkPKb1hn https://t.co/yfJZUlDdCM",2016-04-14 12:55:23,3537,8791
Twitter for iPhone,"Thank you Pittsburgh, Pennsylvania!
#MakeAmericaGreatAgain #Trump2016 https://t.co/7WHS3vbXSw",2016-04-13 23:47:21,4643,14148
Twitter for Android,Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!,2016-04-13 23:11:46,6970,17080
Twitter for Android,The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,2016-04-13 22:53:59,6677,19432
Twitter for Android,Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!,2016-04-13 22:46:29,6661,17030
Twitter for iPhone,Will be interviewed by @SeanHannity on @FoxNews tonight at 10pm from Pennsylvania. Enjoy! #Trump2016 https://t.co/8IJ40zKS90,2016-04-13 20:06:25,3275,11363
Twitter for iPhone,"Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrain
Tickets: https://t.co/TrKj5lGXup",2016-04-13 08:48:43,3598,10060
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/249n3yLQxS,2016-04-13 00:11:41,3715,10850
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016  https://t.co/l5TyL8U4e8,2016-04-13 00:10:07,3396,10232
Twitter for Android,Great to be on @andersoncooper tonight with my wonderful family. Will be rebroadcast at 12:00 A.M.  (EASTERN).,2016-04-12 22:53:39,2616,11652
Twitter for iPhone,"I LOVE NEW YORK! #NewYorkValues 
https://t.co/dbTDhYAX1v",2016-04-12 17:15:28,3874,11959
Twitter for iPhone,"THANK YOU California, Maryland, New York, and Pennsylvania! See you soon!
#MakeAmericaGreatAgain #Trump2016 https://t.co/2lyqnMRIGq",2016-04-12 11:10:23,7217,18643
Twitter for iPhone,Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain https://t.co/AVTkCAne5w,2016-04-12 11:02:54,6038,18377
Twitter for iPhone,"WOW, great new poll- New York! Thank you for your support! #Trump2016
#NewYorkValues https://t.co/kuvCXJXjcr https://t.co/WSVmdI8vfZ",2016-04-12 05:13:02,6050,15691
Twitter for iPhone,"Thank you Albany, New York!
#MakeAmericaGreatAgain #Trump2016
https://t.co/IAOuSY5VDC https://t.co/WcItUuxej8",2016-04-11 20:31:23,5268,14203
Twitter for iPhone,"Join me in Rome, NY- tomorrow!
#Trump2016 #NYPrimary
Tickets available: https://t.co/VGCdQubia1",2016-04-11 18:02:54,2723,7799
Twitter for iPhone,"Tune in &amp; join me live in Albany, New York! 7pmE start time! I love you New York! #Trump2016 #TrumpTrain 
https://t.co/rY5zqUX9Wu",2016-04-11 17:49:25,2387,7977
Twitter for iPhone,"A very interesting piece, by a very good writer, @KirstenPowers of @USATODAY and @FoxNews. https://t.co/gLuMitRitg",2016-04-11 17:07:39,3671,8681
Twitter for iPhone,"Leaving for Albany, New York now, massive crowd expected. Very exciting!",2016-04-11 15:58:59,3326,13215
Twitter for iPhone,Why does the liberal media think Bill O'Reilly  (@oreillyfactor) is a complete and total vulgarian? I don't think so!,2016-04-11 15:58:42,2654,10249
Twitter for Android,I will be interviewed on @foxandfriends at 7:00 A.M. Enjoy!,2016-04-11 05:45:01,1520,7246
Twitter for Android,The people of Colorado had their vote taken away from them by the phony politicians. Biggest story in politics. This will not be allowed!,2016-04-10 19:50:56,11184,26413
Twitter for Android,How is it possible that the people of the great State of Colorado never got to vote in the Republican Primary? Great anger - totally unfair!,2016-04-10 19:28:54,10311,27548
Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016
https://t.co/TvFgM4TqKj",2016-04-10 14:23:50,3445,8565
Twitter for Android,I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!,2016-04-10 08:47:57,9882,26278
Twitter for Android,The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!,2016-04-10 08:40:23,5211,14446
Twitter for iPhone,"A great honor to visit the 9/11 Memorial Museum with my wife, @MELANIATRUMP, today. #NewYorkValues https://t.co/eKCEWRD0Ro",2016-04-09 16:29:18,6459,20879
Twitter for Android,"Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability, I can go along with that!",2016-04-09 06:22:32,10540,30163
Twitter for Android,"Isn't it a shame that the person who will have by far the most delegates and many millions more votes than anyone else, me, still must fight",2016-04-08 22:07:00,8999,28252
Twitter for Android,"So great to be in New York. Catching up on many things (remember, I am still running a major business while I campaign) and loving it!",2016-04-08 07:03:23,4530,17529
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/hjygbNsxee,2016-04-06 22:02:28,6485,17759
Twitter for iPhone,"Unbelievable evening. Just made a speech in front 17,000 amazing New Yorkers in Bethpage, Long Island--- great to be home!",2016-04-06 19:31:02,7620,27576
Twitter for iPhone,I was not scheduled to be on the @oreillyfactor. Pure fiction!,2016-04-06 19:30:39,3061,10591
Twitter for iPhone,"Still time to get out and VOTE!
#WIPrimary #Trump2016 #MAGA
https://t.co/HjnGrR25Vf",2016-04-05 17:47:28,4017,11851
Twitter for iPhone,"Wow, @Politico is in total disarray 
with almost everybody quitting. Good
news -- bad, dishonest journalists! https://t.co/xTvGLDXY5O",2016-04-05 14:25:58,3355,8552
Twitter for Android,"Wisconsin, we will MAKE AMERICA GREAT AGAIN!",2016-04-05 11:56:54,4608,14735
Twitter for iPhone,Good morning Wisconsin! The polls are now open! #VoteTrump today &amp; we will MakeAmericaGreatAgain! https://t.co/cXvX5SCF3c,2016-04-05 07:00:35,9358,20727
Twitter for iPhone,"MAKE AMERICA GREAT AGAIN!
https://t.co/iiXHgM7aA2",2016-04-04 22:29:30,7631,16452
Twitter for iPhone,"I will be on @SeanHannity @FoxNews- tonight at 10pmE w/ @MELANIATRUMP, from Wisconsin. Enjoy! #WIPrimary #Trump2016 https://t.co/znfxf2wyrr",2016-04-04 20:14:09,2816,10344
Twitter for iPhone,"MAKE AMERICA GREAT AGAIN!
https://t.co/yypR5snYBC",2016-04-04 19:02:54,11948,21430
Twitter for iPhone,"Leaving Superior, Wisconsin now. Thank you! #Trump2016 #WIPrimary
https://t.co/AoTBAQgcZr https://t.co/2C4HEwrTQF",2016-04-04 16:07:04,3693,11340
Twitter for iPhone,"Wow, great news from Wisconsin. Just made two speeches there with a big one coming tonight. Thank you! https://t.co/Bf95GysWDN",2016-04-04 15:53:46,4363,12264
Twitter for iPhone,"Will be interviewed on @SeanHannity on @FoxNews from #Wisconsin tonight. My wife, Melania, will join me for the entire show.",2016-04-04 15:35:52,3659,11402
Twitter for iPhone,"Congratulations Jim Herman! We are all proud of you @TrumpGolf!
https://t.co/RuuTippjw1",2016-04-04 13:03:52,1979,7115
Twitter for iPhone,"Just departing La Crosse, Wisconsin. Thank you! #Trump2016 #WIPrimary
https://t.co/xk2cVAz0eY https://t.co/7umXgUjEzi",2016-04-04 11:34:21,3163,10313
Twitter for iPhone,This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder.,2016-04-04 09:57:15,12840,23068
Twitter for Android,"A great day in Wisconsin, many stops, many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!",2016-04-03 22:13:47,5191,17642
Twitter for iPhone,"A great night in West Allis, Wisconsin! Thank you! #VoteTrumpWI #WIPrimary 
https://t.co/4x9gw1RhWS https://t.co/syGyqtOebs",2016-04-03 21:16:34,4838,13772
Twitter for iPhone,"I am on @FoxNews with @greta doing a town hall, from Wisconsin- now! Enjoy!
#MakeAmericaGreatAgain #Trump2016",2016-04-03 19:14:13,2637,11248
Twitter for iPhone,Congratulations to @gohermie for winning the @ShellHouOpen. We are all proud of you @TNGCBedminster &amp; all @TrumpGolf clubs! Great going!,2016-04-03 18:48:11,2181,8935
Twitter for iPhone,"I will be in Milwaukee, Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn",2016-04-03 15:43:32,3527,9943
Twitter for iPhone,"Thank you Miss Katie's Diner!
#MakeAmericaGreatAgain #Trump2016
https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT",2016-04-03 13:05:32,3991,11798
Twitter for iPhone,"Thank you New York, and Pennsylvania! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/sziCGsvGbz",2016-04-03 12:48:16,5975,15445
Twitter for iPhone,Thank you! #Trump2016 #WIPrimary https://t.co/alx0AY6E8J,2016-04-03 08:46:39,5677,15394
Twitter for Android,I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!,2016-04-03 07:16:28,2149,7949
Twitter for iPhone,"Thank you Eau Claire, Wisconsin. 
#VoteTrump on Tuesday, April 5th!
MAKE AMERICA GREAT AGAIN! https://t.co/JI5JqwHnMC",2016-04-02 22:15:09,4780,14685
Twitter for iPhone,I will be interviewed by @jdickerson on @FaceTheNation tomorrow morning. Enjoy! #Trump2016,2016-04-02 22:09:48,2666,8760
Twitter for iPhone,"A GREAT DAY IN WISCONSIN!
Thank you #Racine &amp; #Wausau! Just arrived in #EauClaire! #Trump2016
#WIPrimary #TrumpTrain https://t.co/a0iKqNepD5",2016-04-02 18:51:08,4744,14151
Twitter for iPhone,.@FoxNews should be ashamed for allowing experts to explain how to make a nuclear attack!,2016-04-02 15:31:12,4794,13734
Twitter for iPhone,".@HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear, which you would agree with!",2016-04-02 15:30:25,3749,12801
Twitter for iPhone,"Great honor to have @GOP General Counsel, #JohnRyder as a Trump delegate in TN. RNC meeting well worth it! Unifying the party!",2016-04-02 15:19:05,4843,13586
Twitter for iPhone,"Join me on Monday, April 4th in Milwaukee! #WIPrimary #Trump2016
Tickets: https://t.co/L0PmEwdRxn https://t.co/F7P4s6oAzN",2016-04-02 14:18:14,3900,9419
Twitter for Android,"Wisconsin has suffered a great loss of jobs and trade, but if I win, all of the bad things happening in the U.S. will be rapidly reversed!",2016-04-02 06:15:20,8036,23342
Twitter for Android,"I will be in Wisconsin until the election. Jobs, trade and immigration will be big factors. I will bring jobs back home - make great deals!",2016-04-01 21:21:56,6633,19699
Twitter for Android,"If @megynkelly stopped covering me on her show, her ratings would drop like a rock! My h to h interview with @AC360 beat her by millions!",2016-04-01 21:09:29,4034,14524
Twitter for Android,Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.,2016-04-01 20:44:00,6365,22549
Twitter for iPhone,"MAKE AMERICA GREAT AGAIN! 
https://t.co/SULeDE2PYp",2016-04-01 17:36:39,3866,11980
Twitter for iPhone,"My new radio ad, airing today in Wisconsin! See you soon!
#WIPrimary #Trump2016 
https://t.co/iEbcYqyk3i",2016-04-01 14:12:58,4850,11687
Twitter for Android,The Club For Growth said in their ad that 465 delegates (Cruz) plus 143 delegates (Kasich) is more than my 739 delegates. Try again!,2016-03-31 23:29:49,5142,15079
Twitter for Android,"The Club For Growth,which asked me for $1,000,000 in an extortion attempt, just put up a Wisconsin ad with incorrect math.What a dumb group!",2016-03-31 23:23:25,5578,16461
Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016
https://t.co/aANxirUJJD https://t.co/VlMynYN3sd",2016-03-31 21:21:02,6208,15205
Twitter for iPhone,"THANK YOU, NEW YORK! #Trump2016 https://t.co/ONDROBrDwr",2016-03-31 17:33:09,4945,13389
Twitter for iPhone,"THANK YOU, AMERICA! #Trump2016
#MakeAmericaGreatAgain 
https://t.co/09hTbBgPHf https://t.co/uJnmDnvkUv",2016-03-31 17:16:30,5491,14850
Twitter for iPhone,"THANK YOU, WISCONSIN! #VoteTrump 
next Tuesday, April 5th! #WIPrimary
https://t.co/4tymy651ZP https://t.co/IOBhOXeBiN",2016-03-31 15:27:40,5466,13724
Twitter for iPhone,"Just had a very nice meeting with @Reince Priebus and the @GOP. Looking forward to bringing the Party 
together --- and it will happen!",2016-03-31 14:05:59,8956,25636
Twitter for iPhone,"The Trump Doctrine: Peace Through Strength. #Trump2016 
https://t.co/2GD1TT8fXc https://t.co/tr1ILOoLUb",2016-03-31 08:48:20,6320,15680
Twitter for iPhone,"Thank you- Appleton, Wisconsin!
#WIPrimary #Trump2016 
https://t.co/XkbTWHpEvy https://t.co/klUNUV2J5S",2016-03-30 16:35:14,6218,17001
Twitter for iPhone,Congratulations to @CNN for having the wisdom to pick TRUMP! #MakeAmericaGreatAgain #Trump2016 https://t.co/Up8DhQulZ4,2016-03-30 16:17:43,4904,14374
Twitter for iPhone,Please keep your thoughts &amp; prayers with Melissa Young- Miss Wisconsin 2005. https://t.co/D8RBfufIwH,2016-03-30 12:05:51,7583,18450
Twitter for iPhone,"THANK YOU, NEW YORK!
#MakeAmericaGreatAgain #Trump2016
https://t.co/PuqiM93zOS https://t.co/fSgpKjwk2q",2016-03-30 11:35:57,7040,18233
Twitter for iPhone,".@DavidGregory got thrown off of TV by NBC, fired like a dog! Now he is on @CNN being nasty to me. Not nice!",2016-03-29 22:10:20,4185,13606
Twitter for iPhone,Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ least 12 more delegates!,2016-03-29 19:07:20,8459,24491
